PAIRS: 11130
VAN:   Max Speed=40km/h
BIKE:  Max Speed=20km/h
---------------------------------------------

NA			 NB			  VAN(s)      BIKE(s)
02305 		 02610 		  60 		  60
02305 		 02615 		  84 		  84
02305 		 02620 		  219 		  219
02305 		 05066 		  111 		  116
02305 		 05108 		  327 		  327
02305 		 05294 		  409 		  409
02305 		 05295 		  118 		  118
02305 		 05296 		  116 		  116
02305 		 50541 		  342 		  342
02305 		 50547 		  252 		  252
02305 		 50548 		  268 		  268
02305 		 50569 		  198 		  198
02305 		 50583 		  596 		  596
02305 		 99991 		  353 		  353
02305 		 99992 		  206 		  206
02305 		 99993 		  231 		  231
02305 		 99994 		  311 		  311
02311 		 00001 		  1491 		  1765
02311 		 00002 		  299 		  299
02311 		 00754 		  381 		  381
02311 		 00770 		  372 		  372
02311 		 01098 		  354 		  354
02311 		 02016 		  244 		  244
02311 		 02027 		  128 		  128
02311 		 02032 		  132 		  132
02311 		 02035 		  244 		  244
02311 		 02040 		  262 		  262
02311 		 02062 		  209 		  209
02311 		 02079 		  202 		  202
02311 		 02083 		  172 		  172
02311 		 02087 		  174 		  174
02311 		 02094 		  141 		  141
02311 		 02098 		  123 		  123
02311 		 02104 		  175 		  175
02311 		 02114 		  163 		  163
02311 		 02117 		  135 		  135
02311 		 02127 		  130 		  131
02311 		 02135 		  97 		  97
02311 		 02137 		  132 		  132
02311 		 02143 		  90 		  90
02311 		 02152 		  99 		  99
02311 		 02157 		  69 		  69
02311 		 02160 		  65 		  65
02311 		 02178 		  74 		  75
02311 		 02182 		  163 		  163
02311 		 02193 		  200 		  200
02311 		 02195 		  192 		  192
02311 		 02205 		  95 		  95
02311 		 02212 		  192 		  192
02311 		 02216 		  216 		  216
02311 		 02223 		  227 		  227
02311 		 02234 		  246 		  246
02311 		 02236 		  231 		  231
02311 		 02243 		  124 		  124
02311 		 02246 		  171 		  171
02311 		 02251 		  140 		  140
02311 		 02258 		  163 		  163
02311 		 02262 		  245 		  245
02311 		 02263 		  207 		  207
02311 		 02264 		  189 		  189
02311 		 02279 		  168 		  168
02311 		 02282 		  191 		  191
02311 		 02283 		  180 		  180
02311 		 02294 		  238 		  238
02311 		 02296 		  129 		  129
02311 		 02303 		  88 		  88
02311 		 02305 		  85 		  85
02311 		 02312 		  24 		  24
02311 		 02317 		  143 		  143
02311 		 02320 		  123 		  123
02311 		 02324 		  78 		  78
02311 		 02325 		  210 		  210
02311 		 02328 		  196 		  196
02311 		 02332 		  51 		  51
02311 		 02342 		  84 		  84
02311 		 02347 		  112 		  112
02311 		 02348 		  214 		  214
02311 		 02373 		  134 		  134
02311 		 02375 		  164 		  164
02311 		 02376 		  172 		  172
02311 		 02380 		  72 		  72
02311 		 02383 		  90 		  90
02311 		 02394 		  140 		  140
02311 		 02403 		  193 		  193
02311 		 02432 		  273 		  273
02311 		 02453 		  291 		  291
02311 		 02466 		  365 		  365
02311 		 02472 		  200 		  200
02311 		 02476 		  184 		  184
02311 		 02490 		  256 		  256
02311 		 02494 		  245 		  245
02311 		 02505 		  269 		  269
02311 		 02511 		  321 		  321
02311 		 02513 		  338 		  338
02311 		 02530 		  388 		  388
02311 		 02539 		  245 		  245
02311 		 02540 		  251 		  251
02311 		 02542 		  230 		  230
02311 		 02551 		  234 		  234
02311 		 02560 		  188 		  188
02311 		 02563 		  208 		  208
02311 		 02566 		  83 		  83
02311 		 02590 		  113 		  113
02311 		 02593 		  120 		  120
02311 		 02597 		  74 		  74
02311 		 02610 		  141 		  141
02311 		 02615 		  93 		  93
02311 		 02620 		  175 		  175
02311 		 05066 		  123 		  128
02311 		 05108 		  341 		  341
02311 		 05294 		  374 		  374
02311 		 05295 		  157 		  161
02311 		 05296 		  177 		  179
02311 		 50541 		  262 		  262
02311 		 50547 		  172 		  172
02311 		 50548 		  282 		  282
02311 		 50569 		  213 		  213
02311 		 50583 		  326 		  326
02311 		 99991 		  318 		  318
02311 		 99992 		  286 		  286
02311 		 99993 		  246 		  246
02311 		 99994 		  229 		  229
02312 		 00001 		  1477 		  1747
02312 		 00002 		  281 		  281
02312 		 00754 		  363 		  363
02312 		 00770 		  243 		  243
02312 		 01098 		  373 		  373
02312 		 02016 		  285 		  285
02312 		 02027 		  149 		  149
02312 		 02032 		  154 		  154
02312 		 02035 		  265 		  265
02312 		 02040 		  249 		  249
02312 		 02062 		  231 		  231
02312 		 02079 		  242 		  242
02312 		 02083 		  211 		  211
02312 		 02087 		  210 		  210
02312 		 02094 		  177 		  177
02312 		 02098 		  160 		  160
02312 		 02104 		  157 		  157
02312 		 02114 		  184 		  184
02312 		 02117 		  158 		  158
02312 		 02127 		  167 		  167
02312 		 02135 		  132 		  132
02312 		 02137 		  151 		  151
02312 		 02143 		  111 		  111
02312 		 02152 		  120 		  120
02312 		 02157 		  86 		  86
02312 		 02160 		  86 		  86
02312 		 02178 		  101 		  101
02312 		 02182 		  145 		  145
02312 		 02193 		  182 		  182
02312 		 02195 		  174 		  174
02312 		 02205 		  77 		  77
02312 		 02212 		  173 		  173
02312 		 02216 		  197 		  197
02312 		 02223 		  208 		  208
02312 		 02234 		  231 		  231
02312 		 02236 		  249 		  249
02312 		 02243 		  144 		  144
02312 		 02246 		  191 		  191
02312 		 02251 		  160 		  160
02312 		 02258 		  182 		  182
02312 		 02262 		  266 		  266
02312 		 02263 		  229 		  229
02312 		 02264 		  209 		  209
02312 		 02279 		  189 		  189
02312 		 02282 		  213 		  213
02312 		 02283 		  202 		  202
02312 		 02294 		  256 		  256
02312 		 02296 		  149 		  149
02312 		 02303 		  107 		  107
02312 		 02305 		  104 		  104
02312 		 02311 		  24 		  24
02312 		 02317 		  164 		  164
02312 		 02320 		  145 		  145
02312 		 02324 		  99 		  99
02312 		 02325 		  229 		  229
02312 		 02328 		  214 		  214
02312 		 02332 		  70 		  70
02312 		 02342 		  65 		  65
02312 		 02347 		  93 		  93
02312 		 02348 		  195 		  195
02312 		 02373 		  116 		  116
02312 		 02375 		  145 		  145
02312 		 02376 		  191 		  191
02312 		 02380 		  91 		  91
02312 		 02383 		  66 		  66
02312 		 02394 		  158 		  158
02312 		 02403 		  174 		  174
02312 		 02432 		  292 		  292
02312 		 02453 		  256 		  256
02312 		 02466 		  306 		  306
02312 		 02472 		  219 		  219
02312 		 02476 		  179 		  179
02312 		 02490 		  236 		  236
02312 		 02494 		  226 		  226
02312 		 02505 		  249 		  249
02312 		 02511 		  269 		  269
02312 		 02513 		  285 		  285
02312 		 02530 		  372 		  372
02312 		 02539 		  227 		  227
02312 		 02540 		  232 		  232
02312 		 02542 		  212 		  212
02312 		 02551 		  215 		  215
02312 		 02560 		  170 		  170
02312 		 02563 		  190 		  190
02312 		 02566 		  64 		  64
02312 		 02590 		  94 		  94
02312 		 02593 		  101 		  101
02312 		 02597 		  94 		  94
02312 		 02610 		  162 		  162
02312 		 02615 		  114 		  114
02312 		 02620 		  156 		  156
02312 		 05066 		  146 		  148
02312 		 05108 		  364 		  364
02312 		 05294 		  304 		  304
02312 		 05295 		  180 		  182
02312 		 05296 		  218 		  218
02312 		 50541 		  244 		  244
02312 		 50547 		  154 		  154
02312 		 50548 		  311 		  311
02312 		 50569 		  234 		  234
02312 		 50583 		  308 		  308
02312 		 99991 		  299 		  299
02312 		 99992 		  308 		  308
02312 		 99993 		  273 		  273
02312 		 99994 		  210 		  210
02317 		 00001 		  1503 		  1839
02317 		 00002 		  439 		  439
02317 		 00754 		  678 		  678
02317 		 00770 		  369 		  369
02317 		 01098 		  243 		  243
02317 		 02016 		  301 		  301
02317 		 02027 		  126 		  126
02317 		 02032 		  83 		  83
02317 		 02035 		  261 		  261
02317 		 02040 		  280 		  280
02317 		 02062 		  226 		  226
02317 		 02079 		  261 		  261
02317 		 02083 		  295 		  295
02317 		 02087 		  236 		  236
02317 		 02094 		  250 		  250
02317 		 02098 		  270 		  270
02317 		 02104 		  316 		  316
02317 		 02114 		  180 		  180
02317 		 02117 		  153 		  153
02317 		 02127 		  217 		  217
02317 		 02135 		  196 		  196
02317 		 02137 		  128 		  128
02317 		 02143 		  107 		  107
02317 		 02152 		  134 		  134
02317 		 02157 		  169 		  169
02317 		 02160 		  113 		  113
02317 		 02178 		  211 		  211
02317 		 02182 		  304 		  304
02317 		 02193 		  341 		  341
02317 		 02195 		  335 		  335
02317 		 02205 		  237 		  237
02317 		 02212 		  334 		  334
02317 		 02216 		  320 		  320
02317 		 02223 		  369 		  369
02317 		 02234 		  387 		  387
02317 		 02236 		  373 		  373
02317 		 02243 		  73 		  73
02317 		 02246 		  74 		  74
02317 		 02251 		  44 		  44
02317 		 02258 		  24 		  24
02317 		 02262 		  148 		  148
02317 		 02263 		  111 		  111
02317 		 02264 		  72 		  72
02317 		 02279 		  67 		  68
02317 		 02282 		  94 		  94
02317 		 02283 		  83 		  85
02317 		 02294 		  136 		  136
02317 		 02296 		  56 		  56
02317 		 02303 		  58 		  58
02317 		 02305 		  62 		  62
02317 		 02311 		  143 		  143
02317 		 02312 		  164 		  164
02317 		 02320 		  50 		  50
02317 		 02324 		  74 		  74
02317 		 02325 		  72 		  72
02317 		 02328 		  129 		  132
02317 		 02332 		  146 		  146
02317 		 02342 		  225 		  225
02317 		 02347 		  254 		  254
02317 		 02348 		  319 		  319
02317 		 02373 		  239 		  239
02317 		 02375 		  268 		  268
02317 		 02376 		  108 		  112
02317 		 02380 		  162 		  162
02317 		 02383 		  184 		  184
02317 		 02394 		  136 		  139
02317 		 02403 		  193 		  196
02317 		 02432 		  190 		  190
02317 		 02453 		  233 		  233
02317 		 02466 		  308 		  308
02317 		 02472 		  178 		  178
02317 		 02476 		  192 		  192
02317 		 02490 		  254 		  254
02317 		 02494 		  244 		  244
02317 		 02505 		  266 		  266
02317 		 02511 		  264 		  264
02317 		 02513 		  281 		  281
02317 		 02530 		  323 		  323
02317 		 02539 		  350 		  350
02317 		 02540 		  356 		  356
02317 		 02542 		  335 		  335
02317 		 02551 		  339 		  339
02317 		 02560 		  293 		  293
02317 		 02563 		  313 		  313
02317 		 02566 		  188 		  188
02317 		 02590 		  222 		  222
02317 		 02593 		  207 		  207
02317 		 02597 		  72 		  72
02317 		 02610 		  5 		  5
02317 		 02615 		  115 		  115
02317 		 02620 		  280 		  280
02317 		 05066 		  139 		  139
02317 		 05108 		  350 		  350
02317 		 05294 		  373 		  373
02317 		 05295 		  103 		  103
02317 		 05296 		  101 		  101
02317 		 50541 		  403 		  403
02317 		 50547 		  313 		  313
02317 		 50548 		  288 		  288
02317 		 50569 		  216 		  216
02317 		 50583 		  618 		  618
02317 		 99991 		  316 		  316
02317 		 99992 		  190 		  190
02317 		 99993 		  249 		  249
02317 		 99994 		  371 		  371
02320 		 00001 		  1505 		  1844
02320 		 00002 		  419 		  419
02320 		 00754 		  657 		  657
02320 		 00770 		  372 		  372
02320 		 01098 		  247 		  247
02320 		 02016 		  281 		  281
02320 		 02027 		  127 		  127
02320 		 02032 		  84 		  84
02320 		 02035 		  241 		  241
02320 		 02040 		  260 		  260
02320 		 02062 		  207 		  207
02320 		 02079 		  242 		  242
02320 		 02083 		  276 		  276
02320 		 02087 		  217 		  217
02320 		 02094 		  231 		  231
02320 		 02098 		  250 		  250
02320 		 02104 		  296 		  296
02320 		 02114 		  160 		  160
02320 		 02117 		  133 		  133
02320 		 02127 		  198 		  198
02320 		 02135 		  177 		  177
02320 		 02137 		  124 		  124
02320 		 02143 		  88 		  88
02320 		 02152 		  115 		  115
02320 		 02157 		  149 		  149
02320 		 02160 		  93 		  93
02320 		 02178 		  192 		  192
02320 		 02182 		  284 		  284
02320 		 02193 		  322 		  322
02320 		 02195 		  315 		  315
02320 		 02205 		  217 		  217
02320 		 02212 		  314 		  314
02320 		 02216 		  301 		  301
02320 		 02223 		  350 		  350
02320 		 02234 		  368 		  368
02320 		 02236 		  354 		  354
02320 		 02243 		  74 		  74
02320 		 02246 		  76 		  76
02320 		 02251 		  45 		  45
02320 		 02258 		  52 		  52
02320 		 02262 		  152 		  152
02320 		 02263 		  115 		  115
02320 		 02264 		  94 		  94
02320 		 02279 		  70 		  73
02320 		 02282 		  98 		  99
02320 		 02283 		  86 		  91
02320 		 02294 		  139 		  141
02320 		 02296 		  58 		  58
02320 		 02303 		  40 		  40
02320 		 02305 		  43 		  43
02320 		 02311 		  123 		  123
02320 		 02312 		  145 		  145
02320 		 02317 		  50 		  50
02320 		 02324 		  27 		  27
02320 		 02325 		  24 		  24
02320 		 02328 		  39 		  39
02320 		 02332 		  126 		  126
02320 		 02342 		  206 		  206
02320 		 02347 		  235 		  235
02320 		 02348 		  299 		  299
02320 		 02373 		  220 		  220
02320 		 02375 		  249 		  249
02320 		 02376 		  63 		  63
02320 		 02380 		  148 		  148
02320 		 02383 		  165 		  165
02320 		 02394 		  140 		  144
02320 		 02403 		  196 		  202
02320 		 02432 		  193 		  193
02320 		 02453 		  236 		  236
02320 		 02466 		  311 		  311
02320 		 02472 		  181 		  181
02320 		 02476 		  195 		  195
02320 		 02490 		  257 		  257
02320 		 02494 		  248 		  248
02320 		 02505 		  269 		  269
02320 		 02511 		  267 		  267
02320 		 02513 		  285 		  285
02320 		 02530 		  327 		  327
02320 		 02539 		  331 		  331
02320 		 02540 		  336 		  336
02320 		 02542 		  315 		  315
02320 		 02551 		  319 		  319
02320 		 02560 		  274 		  274
02320 		 02563 		  294 		  294
02320 		 02566 		  169 		  169
02320 		 02590 		  226 		  226
02320 		 02593 		  211 		  211
02320 		 02597 		  53 		  53
02320 		 02610 		  48 		  48
02320 		 02615 		  96 		  96
02320 		 02620 		  260 		  260
02320 		 05066 		  141 		  141
02320 		 05108 		  339 		  339
02320 		 05294 		  376 		  376
02320 		 05295 		  106 		  106
02320 		 05296 		  103 		  103
02320 		 50541 		  383 		  383
02320 		 50547 		  293 		  293
02320 		 50548 		  280 		  280
02320 		 50569 		  210 		  210
02320 		 50583 		  609 		  609
02320 		 99991 		  319 		  319
02320 		 99992 		  193 		  193
02320 		 99993 		  243 		  243
02320 		 99994 		  352 		  352
02324 		 00001 		  1520 		  1804
02324 		 00002 		  374 		  374
02324 		 00754 		  456 		  456
02324 		 00770 		  402 		  402
02324 		 01098 		  274 		  274
02324 		 02016 		  320 		  320
02324 		 02027 		  142 		  142
02324 		 02032 		  101 		  101
02324 		 02035 		  259 		  259
02324 		 02040 		  278 		  278
02324 		 02062 		  224 		  224
02324 		 02079 		  278 		  278
02324 		 02083 		  247 		  247
02324 		 02087 		  233 		  233
02324 		 02094 		  214 		  214
02324 		 02098 		  197 		  197
02324 		 02104 		  251 		  251
02324 		 02114 		  177 		  177
02324 		 02117 		  151 		  151
02324 		 02127 		  204 		  204
02324 		 02135 		  171 		  171
02324 		 02137 		  144 		  144
02324 		 02143 		  104 		  104
02324 		 02152 		  114 		  114
02324 		 02157 		  105 		  105
02324 		 02160 		  81 		  81
02324 		 02178 		  147 		  147
02324 		 02182 		  239 		  239
02324 		 02193 		  276 		  276
02324 		 02195 		  269 		  269
02324 		 02205 		  171 		  171
02324 		 02212 		  268 		  268
02324 		 02216 		  255 		  255
02324 		 02223 		  304 		  304
02324 		 02234 		  322 		  322
02324 		 02236 		  308 		  308
02324 		 02243 		  89 		  89
02324 		 02246 		  101 		  101
02324 		 02251 		  71 		  71
02324 		 02258 		  76 		  76
02324 		 02262 		  179 		  179
02324 		 02263 		  143 		  143
02324 		 02264 		  120 		  120
02324 		 02279 		  99 		  99
02324 		 02282 		  126 		  126
02324 		 02283 		  116 		  116
02324 		 02294 		  169 		  169
02324 		 02296 		  83 		  83
02324 		 02303 		  52 		  52
02324 		 02305 		  48 		  48
02324 		 02311 		  78 		  78
02324 		 02312 		  99 		  99
02324 		 02317 		  74 		  74
02324 		 02320 		  27 		  27
02324 		 02325 		  49 		  49
02324 		 02328 		  65 		  65
02324 		 02332 		  80 		  80
02324 		 02342 		  160 		  160
02324 		 02347 		  188 		  188
02324 		 02348 		  253 		  253
02324 		 02373 		  175 		  175
02324 		 02375 		  204 		  204
02324 		 02376 		  89 		  89
02324 		 02380 		  101 		  101
02324 		 02383 		  119 		  119
02324 		 02394 		  168 		  168
02324 		 02403 		  223 		  223
02324 		 02432 		  222 		  222
02324 		 02453 		  265 		  265
02324 		 02466 		  339 		  339
02324 		 02472 		  211 		  211
02324 		 02476 		  213 		  213
02324 		 02490 		  285 		  285
02324 		 02494 		  275 		  275
02324 		 02505 		  298 		  298
02324 		 02511 		  296 		  296
02324 		 02513 		  313 		  313
02324 		 02530 		  420 		  420
02324 		 02539 		  285 		  285
02324 		 02540 		  290 		  290
02324 		 02542 		  270 		  270
02324 		 02551 		  273 		  273
02324 		 02560 		  229 		  229
02324 		 02563 		  248 		  248
02324 		 02566 		  124 		  124
02324 		 02590 		  153 		  153
02324 		 02593 		  234 		  234
02324 		 02597 		  38 		  38
02324 		 02610 		  72 		  72
02324 		 02615 		  108 		  108
02324 		 02620 		  215 		  215
02324 		 05066 		  139 		  139
02324 		 05108 		  358 		  358
02324 		 05294 		  404 		  404
02324 		 05295 		  131 		  131
02324 		 05296 		  129 		  129
02324 		 50541 		  338 		  338
02324 		 50547 		  248 		  248
02324 		 50548 		  298 		  298
02324 		 50569 		  227 		  227
02324 		 50583 		  400 		  400
02324 		 99991 		  348 		  348
02324 		 99992 		  221 		  221
02324 		 99993 		  260 		  260
02324 		 99994 		  306 		  306
02325 		 00001 		  1486 		  1799
02325 		 00002 		  501 		  501
02325 		 00754 		  798 		  798
02325 		 00770 		  345 		  345
02325 		 01098 		  264 		  264
02325 		 02016 		  307 		  307
02325 		 02027 		  151 		  151
02325 		 02032 		  110 		  110
02325 		 02035 		  266 		  266
02325 		 02040 		  286 		  286
02325 		 02062 		  232 		  232
02325 		 02079 		  266 		  266
02325 		 02083 		  374 		  374
02325 		 02087 		  240 		  240
02325 		 02094 		  254 		  254
02325 		 02098 		  323 		  323
02325 		 02104 		  379 		  379
02325 		 02114 		  185 		  185
02325 		 02117 		  159 		  159
02325 		 02127 		  220 		  220
02325 		 02135 		  200 		  200
02325 		 02137 		  148 		  148
02325 		 02143 		  111 		  111
02325 		 02152 		  139 		  139
02325 		 02157 		  173 		  173
02325 		 02160 		  117 		  117
02325 		 02178 		  273 		  273
02325 		 02182 		  367 		  367
02325 		 02193 		  405 		  405
02325 		 02195 		  399 		  399
02325 		 02205 		  301 		  301
02325 		 02212 		  399 		  399
02325 		 02216 		  393 		  393
02325 		 02223 		  434 		  434
02325 		 02234 		  427 		  427
02325 		 02236 		  576 		  576
02325 		 02243 		  98 		  98
02325 		 02246 		  99 		  99
02325 		 02251 		  69 		  69
02325 		 02258 		  73 		  73
02325 		 02262 		  217 		  217
02325 		 02263 		  128 		  128
02325 		 02264 		  127 		  127
02325 		 02279 		  80 		  80
02325 		 02282 		  123 		  123
02325 		 02283 		  153 		  153
02325 		 02294 		  147 		  147
02325 		 02296 		  81 		  81
02325 		 02303 		  63 		  63
02325 		 02305 		  67 		  67
02325 		 02311 		  210 		  210
02325 		 02312 		  229 		  229
02325 		 02317 		  72 		  72
02325 		 02320 		  24 		  24
02325 		 02324 		  49 		  49
02325 		 02328 		  18 		  18
02325 		 02332 		  162 		  162
02325 		 02342 		  290 		  290
02325 		 02347 		  319 		  319
02325 		 02348 		  386 		  386
02325 		 02373 		  306 		  306
02325 		 02375 		  335 		  335
02325 		 02376 		  42 		  42
02325 		 02380 		  139 		  139
02325 		 02383 		  212 		  212
02325 		 02394 		  113 		  113
02325 		 02403 		  166 		  166
02325 		 02432 		  183 		  183
02325 		 02453 		  201 		  201
02325 		 02466 		  275 		  275
02325 		 02472 		  146 		  146
02325 		 02476 		  182 		  182
02325 		 02490 		  220 		  220
02325 		 02494 		  219 		  219
02325 		 02505 		  243 		  243
02325 		 02511 		  231 		  231
02325 		 02513 		  248 		  248
02325 		 02530 		  360 		  360
02325 		 02539 		  417 		  417
02325 		 02540 		  422 		  422
02325 		 02542 		  402 		  402
02325 		 02551 		  405 		  405
02325 		 02560 		  360 		  360
02325 		 02563 		  433 		  433
02325 		 02566 		  229 		  229
02325 		 02590 		  195 		  195
02325 		 02593 		  179 		  179
02325 		 02597 		  47 		  47
02325 		 02610 		  70 		  70
02325 		 02615 		  120 		  120
02325 		 02620 		  346 		  346
02325 		 05066 		  164 		  164
02325 		 05108 		  366 		  366
02325 		 05294 		  348 		  348
02325 		 05295 		  128 		  128
02325 		 05296 		  262 		  262
02325 		 50541 		  465 		  465
02325 		 50547 		  376 		  376
02325 		 50548 		  305 		  305
02325 		 50569 		  234 		  234
02325 		 50583 		  636 		  636
02325 		 99991 		  291 		  291
02325 		 99992 		  207 		  207
02325 		 99993 		  267 		  267
02325 		 99994 		  436 		  436
02328 		 00001 		  1474 		  1786
02328 		 00002 		  486 		  486
02328 		 00754 		  783 		  783
02328 		 00770 		  330 		  330
02328 		 01098 		  249 		  249
02328 		 02016 		  432 		  432
02328 		 02027 		  166 		  166
02328 		 02032 		  125 		  125
02328 		 02035 		  343 		  343
02328 		 02040 		  362 		  362
02328 		 02062 		  309 		  309
02328 		 02079 		  390 		  390
02328 		 02083 		  359 		  359
02328 		 02087 		  321 		  321
02328 		 02094 		  325 		  325
02328 		 02098 		  308 		  308
02328 		 02104 		  364 		  364
02328 		 02114 		  262 		  262
02328 		 02117 		  236 		  239
02328 		 02127 		  315 		  315
02328 		 02135 		  282 		  282
02328 		 02137 		  227 		  227
02328 		 02143 		  189 		  189
02328 		 02152 		  300 		  300
02328 		 02157 		  264 		  264
02328 		 02160 		  267 		  267
02328 		 02178 		  258 		  258
02328 		 02182 		  352 		  352
02328 		 02193 		  390 		  390
02328 		 02195 		  385 		  385
02328 		 02205 		  287 		  287
02328 		 02212 		  384 		  384
02328 		 02216 		  378 		  378
02328 		 02223 		  419 		  419
02328 		 02234 		  412 		  412
02328 		 02236 		  560 		  560
02328 		 02243 		  113 		  113
02328 		 02246 		  114 		  114
02328 		 02251 		  84 		  84
02328 		 02258 		  131 		  133
02328 		 02262 		  203 		  203
02328 		 02263 		  113 		  113
02328 		 02264 		  112 		  112
02328 		 02279 		  63 		  67
02328 		 02282 		  107 		  107
02328 		 02283 		  139 		  139
02328 		 02294 		  132 		  132
02328 		 02296 		  96 		  96
02328 		 02303 		  144 		  146
02328 		 02305 		  146 		  150
02328 		 02311 		  196 		  196
02328 		 02312 		  214 		  214
02328 		 02317 		  129 		  132
02328 		 02320 		  39 		  39
02328 		 02324 		  65 		  65
02328 		 02325 		  18 		  18
02328 		 02332 		  147 		  147
02328 		 02342 		  275 		  275
02328 		 02347 		  305 		  305
02328 		 02348 		  371 		  371
02328 		 02373 		  291 		  291
02328 		 02375 		  320 		  320
02328 		 02376 		  26 		  26
02328 		 02380 		  125 		  125
02328 		 02383 		  197 		  197
02328 		 02394 		  98 		  98
02328 		 02403 		  150 		  150
02328 		 02432 		  168 		  168
02328 		 02453 		  186 		  186
02328 		 02466 		  260 		  260
02328 		 02472 		  131 		  131
02328 		 02476 		  167 		  167
02328 		 02490 		  205 		  205
02328 		 02494 		  204 		  204
02328 		 02505 		  228 		  228
02328 		 02511 		  216 		  216
02328 		 02513 		  233 		  233
02328 		 02530 		  343 		  343
02328 		 02539 		  402 		  402
02328 		 02540 		  407 		  407
02328 		 02542 		  387 		  387
02328 		 02551 		  390 		  390
02328 		 02560 		  345 		  345
02328 		 02563 		  418 		  418
02328 		 02566 		  214 		  214
02328 		 02590 		  179 		  179
02328 		 02593 		  164 		  164
02328 		 02597 		  221 		  221
02328 		 02610 		  127 		  131
02328 		 02615 		  135 		  135
02328 		 02620 		  331 		  331
02328 		 05066 		  297 		  297
02328 		 05108 		  512 		  512
02328 		 05294 		  333 		  333
02328 		 05295 		  261 		  261
02328 		 05296 		  247 		  247
02328 		 50541 		  450 		  450
02328 		 50547 		  361 		  361
02328 		 50548 		  321 		  321
02328 		 50569 		  368 		  368
02328 		 50583 		  511 		  511
02328 		 99991 		  276 		  276
02328 		 99992 		  191 		  191
02328 		 99993 		  282 		  282
02328 		 99994 		  421 		  421
02332 		 00001 		  1471 		  1774
02332 		 00002 		  345 		  345
02332 		 00754 		  426 		  426
02332 		 00770 		  324 		  324
02332 		 01098 		  305 		  305
02332 		 02016 		  290 		  290
02332 		 02027 		  176 		  176
02332 		 02032 		  134 		  134
02332 		 02035 		  292 		  292
02332 		 02040 		  310 		  310
02332 		 02062 		  257 		  257
02332 		 02079 		  248 		  248
02332 		 02083 		  218 		  218
02332 		 02087 		  219 		  219
02332 		 02094 		  185 		  185
02332 		 02098 		  167 		  167
02332 		 02104 		  222 		  222
02332 		 02114 		  212 		  212
02332 		 02117 		  182 		  182
02332 		 02127 		  175 		  175
02332 		 02135 		  142 		  142
02332 		 02137 		  180 		  180
02332 		 02143 		  139 		  139
02332 		 02152 		  154 		  154
02332 		 02157 		  118 		  118
02332 		 02160 		  121 		  121
02332 		 02178 		  118 		  118
02332 		 02182 		  210 		  210
02332 		 02193 		  247 		  247
02332 		 02195 		  240 		  240
02332 		 02205 		  143 		  143
02332 		 02212 		  240 		  240
02332 		 02216 		  228 		  228
02332 		 02223 		  275 		  275
02332 		 02234 		  293 		  293
02332 		 02236 		  279 		  279
02332 		 02243 		  126 		  126
02332 		 02246 		  172 		  172
02332 		 02251 		  142 		  142
02332 		 02258 		  164 		  164
02332 		 02262 		  205 		  205
02332 		 02263 		  168 		  168
02332 		 02264 		  168 		  168
02332 		 02279 		  120 		  120
02332 		 02282 		  164 		  164
02332 		 02283 		  144 		  144
02332 		 02294 		  189 		  189
02332 		 02296 		  131 		  131
02332 		 02303 		  89 		  89
02332 		 02305 		  86 		  86
02332 		 02311 		  51 		  51
02332 		 02312 		  70 		  70
02332 		 02317 		  146 		  146
02332 		 02320 		  126 		  126
02332 		 02324 		  80 		  80
02332 		 02325 		  162 		  162
02332 		 02328 		  147 		  147
02332 		 02342 		  131 		  131
02332 		 02347 		  160 		  160
02332 		 02348 		  226 		  226
02332 		 02373 		  147 		  147
02332 		 02375 		  176 		  176
02332 		 02376 		  123 		  123
02332 		 02380 		  24 		  24
02332 		 02383 		  91 		  91
02332 		 02394 		  92 		  92
02332 		 02403 		  144 		  144
02332 		 02432 		  225 		  225
02332 		 02453 		  243 		  243
02332 		 02466 		  317 		  317
02332 		 02472 		  152 		  152
02332 		 02476 		  136 		  136
02332 		 02490 		  208 		  208
02332 		 02494 		  197 		  197
02332 		 02505 		  220 		  220
02332 		 02511 		  273 		  273
02332 		 02513 		  289 		  289
02332 		 02530 		  339 		  339
02332 		 02539 		  258 		  258
02332 		 02540 		  263 		  263
02332 		 02542 		  242 		  242
02332 		 02551 		  246 		  246
02332 		 02560 		  201 		  201
02332 		 02563 		  220 		  220
02332 		 02566 		  96 		  96
02332 		 02590 		  171 		  171
02332 		 02593 		  156 		  156
02332 		 02597 		  76 		  76
02332 		 02610 		  143 		  143
02332 		 02615 		  142 		  142
02332 		 02620 		  188 		  188
02332 		 05066 		  168 		  168
02332 		 05108 		  389 		  389
02332 		 05294 		  326 		  326
02332 		 05295 		  170 		  170
02332 		 05296 		  198 		  198
02332 		 50541 		  308 		  308
02332 		 50547 		  219 		  219
02332 		 50548 		  331 		  331
02332 		 50569 		  261 		  261
02332 		 50583 		  371 		  371
02332 		 99991 		  269 		  269
02332 		 99992 		  248 		  248
02332 		 99993 		  294 		  294
02332 		 99994 		  277 		  277
02342 		 00001 		  1408 		  1654
02342 		 00002 		  278 		  278
02342 		 00754 		  431 		  431
02342 		 00770 		  247 		  247
02342 		 01098 		  434 		  434
02342 		 02016 		  282 		  282
02342 		 02027 		  210 		  210
02342 		 02032 		  214 		  214
02342 		 02035 		  269 		  269
02342 		 02040 		  247 		  247
02342 		 02062 		  228 		  228
02342 		 02079 		  240 		  240
